month,country,stock_code,description,total_quantity,total_revenue,num_transactions,num_customers
2010-06,United Kingdom,51020B,STRIPY DESIGN SHOWER CAP,96,27.84,2,0
2010-06,United Kingdom,62018,SOMBRERO,400,606.4,12,0
2010-06,United Kingdom,62043B,BLUE CHECK BAG W HANDLE 34X20CM,1,1.65,1,0
2010-06,United Kingdom,62074B,ELEPHANT CLIP W SUCTION CUP,3,1.26,1,0
2010-06,United Kingdom,62086A,PINK RETRO BIG FLOWER BAG,5,9.75,2,0
2010-06,United Kingdom,62094B,TURQ ICE CREAM BUM BAG,23,88.77,10,0
2010-06,United Kingdom,62095B,TURQOISE ICE CREAM SUNHAT,45,55.89,7,0
2010-06,United Kingdom,62096A,PINK/YELLOW FLOWERS HANDBAG,97,144.46,21,0
2010-06,United Kingdom,62096B,PURPLE/TURQ FLOWERS HANDBAG,87,142.51,16,0
2010-06,United Kingdom,62097B,BLUE STRIPES SHOULDER BAG,2,5.9,1,0
2010-06,United Kingdom,70006,LOVE HEART POCKET WARMER,2,5.01,2,0
2010-06,United Kingdom,70007,HI TEC ALPINE HAND WARMER,1,1.65,1,0
2010-06,United Kingdom,71038,WHITE HANGING BEADS CANDLE HOLDER,14,76.3,5,0
2010-06,United Kingdom,71050,SMALL SINGLE FLAME CANDLE HOLDER,6,2.1,1,0
2010-06,United Kingdom,71053,WHITE METAL LANTERN,287,1112.49,53,0
2010-06,United Kingdom,71101E,STANDING FAIRY POLE SUPPORT,30,25.5,3,0
2010-06,United Kingdom,71143,SILVER BOOK MARK WITH BEADS,16,21.9,5,0
2010-06,United Kingdom,71270,PHOTO CLIP LINE,9,11.25,3,0
2010-06,United Kingdom,71279,PINK GLASS CANDLEHOLDER,10,35.42,3,0
2010-06,United Kingdom,71403,"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",16,50.16,4,0
2010-06,United Kingdom,71459,HANGING JAM JAR T-LIGHT HOLDER,2751,2364.47,107,0
2010-06,United Kingdom,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,683,2002.07,45,0
2010-06,United Kingdom,71495A,CD WALL TIDY BLUE OFFICE,2,0.84,2,0
2010-06,United Kingdom,71495B,CD WALL TIDY RED FLOWERS,2,0.84,1,0
2010-06,United Kingdom,72008,FROSTED BOX 9 WHITE T-LIGHT CANDLES,162,68.46,14,0
2010-06,United Kingdom,72051S,BAG OF SILVER STONES,39,19.32,3,0
2010-06,United Kingdom,72122,COFFEE SCENT PILLAR CANDLE,16,17.12,5,0
2010-06,United Kingdom,72127,COLUMBIAN CANDLE ROUND,4,5,2,0
2010-06,United Kingdom,72128,COLUMBIAN CANDLE ROUND,3,2.55,3,0
2010-06,United Kingdom,72129,COLUMBIAN CANDLE ROUND,6,3.9,1,0
2010-06,United Kingdom,72130,COLUMBIAN CANDLE ROUND,1,0.65,1,0
2010-06,United Kingdom,72131,COLUMBIAN CANDLE RECTANGLE,2,3.9,2,0
2010-06,United Kingdom,72132,COLUMBIAN CUBE CANDLE,1,1.95,1,0
2010-06,United Kingdom,72140E,BEST DAD CANDLE LETTERS,78,51.18,4,0
2010-06,United Kingdom,72140F,HAPPY ANNIVERSARY CANDLE LETTERS,12,5.04,1,0
2010-06,United Kingdom,72232,FENG SHUI PILLAR CANDLE,576,109.44,1,0
2010-06,United Kingdom,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,61,132.32,11,0
2010-06,United Kingdom,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,157,317.06,23,0
2010-06,United Kingdom,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,260,501.73,22,0
2010-06,United Kingdom,72351a,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,4,16.84,2,0
2010-06,United Kingdom,72529W,WHITE ADVENT CANDLE,16,33.92,1,0
2010-06,United Kingdom,72586,"S/6 HALLOWEEN GHOST T LIGHTS, 5CM H",40,17.97,5,0
2010-06,United Kingdom,72598,SET/12 TAPER CANDLES,6,6.72,4,0
2010-06,United Kingdom,72709,IVORY SCULPTED RND CANDLE,1,0.85,1,0
2010-06,United Kingdom,72715,SPHERICAL IVORY CANDLE,6,2.52,1,0
2010-06,United Kingdom,72728,ROSE SCENT CANDLES IN GLASS,96,81.6,10,0
2010-06,United Kingdom,72741,GRAND CHOCOLATECANDLE,696,946.71,37,0
2010-06,United Kingdom,72750B,FLOWER FAIRY SET 3 CANDLES LAVENDER,10,27.5,2,0
2010-06,United Kingdom,72756,FAIRY CAKE CANDLES,108,160.92,8,0
2010-06,United Kingdom,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,142,1284.02,28,0
2010-06,United Kingdom,72780,BLACK SILOUETTE CANDLE PLATE,12,10.2,1,0
2010-06,United Kingdom,72781,BLACK SILOUETTE CANDLE PLATE,16,33.6,2,0
2010-06,United Kingdom,72783,BLACK SIL'T SQU CANDLE PLATE,5,10.5,1,0
2010-06,United Kingdom,72789,BASKET/8 SCENTED LOVE TOKEN CANDLES,21,78.75,5,0
2010-06,United Kingdom,72796B,S/3 FRENCH VANILLA SQU CANDLE,14,23.1,3,0
2010-06,United Kingdom,72798C,SET/4 GARDEN ROSE DINNER CANDLE,1,1.65,1,0
2010-06,United Kingdom,72799C,PINK PILLAR CANDLE SILVER FLOCK,12,65,3,0
2010-06,United Kingdom,72799E,IVORY PILLAR CANDLE SILVER FLOCK,11,50.21,3,0
2010-06,United Kingdom,72800B,S/4 PURPLE DINNER CANDLE BLK FLOCK,4,10.2,3,0
2010-06,United Kingdom,72800D,S/4 BLUE DINNER CANDLE SILVER FLOCK,5,12.75,2,0
2010-06,United Kingdom,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,7,20.36,4,0
2010-06,United Kingdom,72800F,4 IVORY DINNER CANDLES GOLD FLOCK,2,5.1,2,0
2010-06,United Kingdom,72801C,S/4 ROSE PINK DINNER CANDLES,3,3.75,1,0
2010-06,United Kingdom,72801D,S/4 SKY BLUE DINNER CANDLES,3,3.75,1,0
2010-06,United Kingdom,72801c,S/4 ROSE PINK DINNER CANDLES,7,17.57,1,0
2010-06,United Kingdom,72802A,ROSE SCENT CANDLE IN JEWELLED BOX,4,17,2,0
2010-06,United Kingdom,72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,15,67.97,4,0
2010-06,United Kingdom,72802C,VANILLA SCENT CANDLE JEWELLED BOX,14,67.94,8,0
2010-06,United Kingdom,72802a,ROSE SCENT CANDLE IN JEWELLED BOX,1,8.47,1,0
2010-06,United Kingdom,72803A,ROSE SCENT CANDLE JEWELLED DRAWER,9,42.47,4,0
2010-06,United Kingdom,72803B,OCEAN SCENT CANDLE JEWELLED DRAWER,13,59.47,5,0
2010-06,United Kingdom,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,23,114.63,9,0
2010-06,United Kingdom,72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,33,144.47,9,0
2010-06,United Kingdom,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,27,127.41,9,0
2010-06,United Kingdom,72807c,SET/3 VANILLA SCENTED CANDLE IN BOX,1,8.47,1,0
2010-06,United Kingdom,72811,SMALL ZINC/GLASS CANDLEHOLDER,154,69.62,2,0
2010-06,United Kingdom,72812,LARGE ZINC GLASS CANDLEHOLDER,13,31.52,4,0
2010-06,United Kingdom,72819,CUPID DESIGN SCENTED CANDLES,2,10.12,1,0
2010-06,United Kingdom,75013B,"STRING OF 8 BUTTERFLIES,PINK",21,34.65,5,0
2010-06,United Kingdom,75131,METAL TUBE CHIME ON BAMBOO,24,40.56,9,0
2010-06,United Kingdom,75172,PAINTED SEA SHELL METAL WINDCHIME,2,7.5,1,0
2010-06,United Kingdom,75178,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,4,5,2,0
2010-06,United Kingdom,77079,DOLPHIN WINDMILL,22,46.64,2,0
2010-06,United Kingdom,77081,FLOWER WINDMILL,63,84.27,13,0
2010-06,United Kingdom,77101A,UNION FLAG WINDSOCK,129,149.31,11,0
2010-06,United Kingdom,78027,SEAGRASS S/2 CORNER LAUNDRY,1,15.95,1,0
2010-06,United Kingdom,78033,FLAG OF ST GEORGE CHAIR,6,35.7,3,0
2010-06,United Kingdom,78034B,BLUE NETTING STORAGE HANGER,3,5.85,1,0
2010-06,United Kingdom,79000,MOROCCAN TEA GLASS,1008,801.74,40,0
2010-06,United Kingdom,79026B,"S/4 ICON COASTER,ELVIS LIVES",9,11.25,2,0
2010-06,United Kingdom,79029,GLASS HONEYPOT WASP CATCHER,529,997.05,73,0
2010-06,United Kingdom,79030A,"TUMBLER, ENGLISH ROSE",77,182.4,13,0
2010-06,United Kingdom,79030G,"TUMBLER, NEW ENGLAND",24,39.6,2,0
2010-06,United Kingdom,79051A,SMOKEY GREY COLOUR D.O.F. GLASS,36,23.4,1,0
2010-06,United Kingdom,79066K,RETRO MOD TRAY,86,77.6,11,0
2010-06,United Kingdom,79067,CORONA MEXICAN TRAY,93,412.75,38,0
2010-06,United Kingdom,79071B,ENGLISH ROSE METAL WASTE BIN,10,29.5,7,0
2010-06,United Kingdom,79140,ASS WINDPROOF MARIJUANA LIGHTERS,3,1.26,1,0
2010-06,United Kingdom,79144B,PAINTED LIGHTBULB STAR+ MOON,1,0.84,1,0
2010-06,United Kingdom,79144C,PAINTED LIGHTBULB RAINBOW DESIGN,2,1.68,2,0
2010-06,United Kingdom,79160,HEART SHAPE WIRELESS DOORBELL,21,47.88,6,0
2010-06,United Kingdom,79161A,ST GEORGE SET OF 10 PARTY LIGHTS,8,23.6,3,0
2010-06,United Kingdom,79163,BLACK CHAMPAGNE GLASS,24,34.8,1,0
2010-06,United Kingdom,79164,BLACK WINE GLASS,654,344.22,3,0
2010-06,United Kingdom,79190A,RETRO PLASTIC 70'S TRAY,22,10.02,3,0
2010-06,United Kingdom,79190B,RETRO PLASTIC POLKA TRAY,30,16.89,6,0
2010-06,United Kingdom,79190D,RETRO PLASTIC DAISY TRAY,33,14.64,5,0
2010-06,United Kingdom,79191B,RETRO PLASTIC POLKA TRAY,4,6.64,2,0
2010-06,United Kingdom,79191C,RETRO PLASTIC ELEPHANT TRAY,19,16.15,3,0
2010-06,United Kingdom,79191D,RETRO PLASTIC DAISY TRAY,26,26.15,6,0
2010-06,United Kingdom,79192A,RETRO PLASTIC 70'S TRAY,7,8.75,2,0
2010-06,United Kingdom,79302M,"ART LIGHTS,FUNK MONKEY",7,23.61,2,0
2010-06,United Kingdom,79303B,BLUE STAR BLOCK TABLE LAMP,10,29.5,1,0
2010-06,United Kingdom,79308B,MOSAIC CANDLE DISH BLUE PURPLE,144,122.4,2,0
2010-06,United Kingdom,79315W,FLYING SAUCER TABLE LIGHT IN WHITE,1,5.91,1,0
2010-06,United Kingdom,79320,FLAMINGO LIGHTS,67,333.06,17,0
2010-06,United Kingdom,79321,CHILLI LIGHTS,317,1442.39,32,0
2010-06,United Kingdom,79323B,BLACK CHERRY LIGHTS,22,119.9,1,0
2010-06,United Kingdom,79323W,WHITE CHERRY LIGHTS,22,148.5,1,0
2010-06,United Kingdom,79331,PINK FLOCK GLASS CANDLEHOLDER,12,19.8,1,0
2010-06,United Kingdom,79403,FROSTED WHITE BASE,12,10.2,1,0
2010-06,United Kingdom,79406,FROSTED WHITE BASE,24,5.28,1,0
2010-06,United Kingdom,79532,MOSAIC GLASS BALL CANDLEHOLDER,47,58.75,6,0
2010-06,United Kingdom,79534,MULTICOLOUR GLASS PLATE,12,6.6,2,0
2010-06,United Kingdom,81950B,FLOWER BLUE CLOCK W/SUCKER,1,1.66,1,0
2010-06,United Kingdom,81952B,ROUND BLUE CLOCK W/SUCKER,4,3.4,1,0
2010-06,United Kingdom,81952V,ROUND PURPLE CLOCK W/SUCKER,5,5.06,2,0
2010-06,United Kingdom,81953B,ROUND ARTICULATED BLUE CLOCK W/SUCK,1,0.85,1,0
2010-06,United Kingdom,82001S,VINYL RECORD FRAME SILVER,91,323.97,7,0
2010-06,United Kingdom,82011A,"BATHROOM SCALES, TROPICAL BEACH",6,30.24,4,0
2010-06,United Kingdom,82011B,BATHROOM SCALES RUBBER DUCKS,3,11.25,2,0
2010-06,United Kingdom,82011C,BATHROOM SCALES FOOTPRINTS IN SAND,17,102.45,14,0
2010-06,United Kingdom,82069,BEECH WOOD P/FRAME,3,17.73,2,0
2010-06,United Kingdom,82095,HEART BUTTONS JEWELLERY BOX,1,7.65,1,0
2010-06,United Kingdom,82482,WOODEN PICTURE FRAME WHITE FINISH,560,1338.72,80,0
2010-06,United Kingdom,82483,WOOD 2 DRAWER CABINET WHITE FINISH,145,825.29,36,0
2010-06,United Kingdom,82484,WOOD BLACK BOARD ANT WHITE FINISH,387,2021.71,55,0
2010-06,United Kingdom,82486,WOOD S/3 CABINET ANT WHITE FINISH,123,994.75,40,0
2010-06,United Kingdom,82494L,WOODEN FRAME ANTIQUE WHITE,638,1925.05,91,0
2010-06,United Kingdom,82494l,WOODEN FRAME ANTIQUE WHITE,14,106.68,8,0
2010-06,United Kingdom,82545A,COGNAC AUX OEUFS METAL 1 HOOK,1,1.25,1,0
2010-06,United Kingdom,82551,LAUNDRY 15C METAL SIGN,173,233.89,37,0
2010-06,United Kingdom,82552,WASHROOM METAL SIGN,255,332.61,48,0
2010-06,United Kingdom,82567,"AIRLINE LOUNGE,METAL SIGN",20,44.11,11,0
2010-06,United Kingdom,82578,KITCHEN METAL SIGN,216,127.46,41,0
2010-06,United Kingdom,82580,BATHROOM METAL SIGN,342,207.71,61,0
2010-06,United Kingdom,82581,TOILET METAL SIGN,276,159.1,48,0
2010-06,United Kingdom,82582,AREA PATROLLED METAL SIGN,173,367.52,29,0
2010-06,United Kingdom,82583,HOT BATHS METAL SIGN,359,722.29,46,0
2010-06,United Kingdom,82597,BOMBS AWAY METAL SIGN,114,258.39,21,0
2010-06,United Kingdom,82599,FANNY'S REST STOPMETAL SIGN,93,209.72,23,0
2010-06,United Kingdom,82600,NO SINGING METAL SIGN,427,834.51,49,0
2010-06,United Kingdom,82605,OLD DOC RUSSEL METAL SIGN,13,33.63,9,0
2010-06,United Kingdom,82607A,GLASS BONBON JAR PARFUME AUX FLEURE,58,81.32,16,0
2010-06,United Kingdom,82607E,GLASS BONBON JAR. D'AMANDES,7,8.75,3,0
2010-06,United Kingdom,82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",92,116.26,6,0
2010-06,United Kingdom,82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",24,41.34,12,0
2010-06,United Kingdom,82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",20,32.56,8,0
2010-06,United Kingdom,82613D,METAL SIGN CUPCAKE SINGLE HOOK,28,43.82,12,0
2010-06,United Kingdom,82613b,"METAL SIGN,CUPCAKE SINGLE HOOK",2,5.02,1,0
2010-06,United Kingdom,82613c,"METAL SIGN,CUPCAKE SINGLE HOOK",1,2.51,1,0
2010-06,United Kingdom,82615,PINK MARSHMALLOW SCARF KNITTING KIT,4,11.8,4,0
2010-06,United Kingdom,82616A,BUBBLE GUM SCARF KNITTING KIT,30,47.7,2,0
2010-06,United Kingdom,82616B,FRAPPUCINO SCARF KNITTING KIT,1,2.95,1,0
2010-06,United Kingdom,82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,1,2.95,1,0
2010-06,United Kingdom,84006,MAGIC TREE -PAPER FLOWERS,72,62.01,6,0
2010-06,United Kingdom,84007,MAGIC GARDEN MOUNT FUJI,3,7.65,2,0
2010-06,United Kingdom,84012,MAGIC SHEEP WOOL GROWING FROM PAPER,3,7.65,2,0
2010-06,United Kingdom,84016,FLAG OF ST GEORGE CAR FLAG,145,333.14,21,0
2010-06,United Kingdom,84029E,RED WOOLLY HOTTIE WHITE HEART.,9,37.62,6,0
2010-06,United Kingdom,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,17,71.49,8,0
2010-06,United Kingdom,84030E,ENGLISH ROSE HOT WATER BOTTLE,2,8.5,1,0
2010-06,United Kingdom,84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE,1,4.65,1,0
2010-06,United Kingdom,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,17,53.11,5,0
2010-06,United Kingdom,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,10,29.5,5,0
2010-06,United Kingdom,84033,FLAG OF ST GEORGE,56,94.11,9,0
2010-06,United Kingdom,84050,PINK HEART SHAPE EGG FRYING PAN,178,286.34,20,0
2010-06,United Kingdom,84051,ASS COLOUR GLOWING TIARAS,72,61.2,2,0
2010-06,United Kingdom,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,5356,1048.32,53,0
2010-06,United Kingdom,84078A,SET/4 WHITE RETRO STORAGE CUBES,14,758.9,8,0
2010-06,United Kingdom,84081,WHITE CERAMIC PARTY SET (5PCS),1,4.25,1,0
2010-06,United Kingdom,84086C,PINK/PURPLE RETRO RADIO,3,10.11,2,0
2010-06,United Kingdom,84192,ASSORTED COLOUR METAL CAT,69,77.13,3,0
2010-06,United Kingdom,84199,GLOW IN DARK DOLPHINS,27,5.67,2,0
2010-06,United Kingdom,84212,"ASSORTED FLOWER COLOUR ""LEIS""",4664,2102.02,29,0
2010-06,United Kingdom,84247G,"DECOUPAGE,GREETING CARD,",60,25.2,4,0
2010-06,United Kingdom,84247H,PACK/12 DECOUPAGE CARD,3,8.85,3,0
2010-06,United Kingdom,84247L,FAWN AND MUSHROOM GREETING CARD,36,15.12,3,0
2010-06,United Kingdom,84247N,PACK/12 BLUE FOLKART CARDS,4,11.8,3,0
2010-06,United Kingdom,84249A,"GREETING CARD,SQUARE, DOUGHNUTS",12,5.04,1,0
2010-06,United Kingdom,84249D,FAIRY CAKE GREETINGS CARD,96,40.32,6,0
2010-06,United Kingdom,84250M,"GREETING CARD, BLACKPOOL ROCK",1,0.85,1,0
2010-06,United Kingdom,84251B,"GREETING CARD, STICKY GORDON",12,2.28,1,0
2010-06,United Kingdom,84251C,"GREETING CARD, TWO SISTERS.",17,3.23,2,0
2010-06,United Kingdom,84251F,"GREETING CARD, RITA",67,15.37,6,0
2010-06,United Kingdom,84251G,"GREETING CARD, OVERCROWDED POOL.",19,5.59,5,0
2010-06,United Kingdom,84251J,"GREETING CARD, THE BLACK CAT",2,1.68,2,0
2010-06,United Kingdom,84270,ASSTD DESIGN BUBBLE GUM RING,2261,490.43,59,0
2010-06,United Kingdom,84279B,CHERRY BLOSSOM DECORATIVE FLASK,42,157.5,20,0
2010-06,United Kingdom,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,56,224.56,21,0
2010-06,United Kingdom,84288B,SET/2 BLUE  NOODLE BASKETS,3,5.85,2,0
2010-06,United Kingdom,84292,ROSE PINK METAL FOLDING CHAIR,10,79.5,4,0
2010-06,United Kingdom,84306,S/3 PINK SQUARE PLANTERS ROSES,3,32.85,3,0
2010-06,United Kingdom,84313A,PINK TV TRAY TABLE,6,25.5,3,0
2010-06,United Kingdom,84313B,BLUE TV TRAY TABLE,5,33.98,4,0
2010-06,United Kingdom,84313C,ORANGE TV TRAY TABLE,4,17,3,0
2010-06,United Kingdom,84327A,PINK JUMPER LARRY THE LAMB,299,527.04,18,0
2010-06,United Kingdom,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,3,15.18,1,0
2010-06,United Kingdom,84356,POMPOM CURTAIN,10,69.5,4,0
2010-06,United Kingdom,84358,FLOOR LAMP SHADE WOOD BASE,2,19.9,2,0
2010-06,United Kingdom,84360,TABLE LAMP WHITE SHADE WOOD BASE,4,23.8,2,0
2010-06,United Kingdom,84375,SET OF 20 KIDS COOKIE CUTTERS,130,270.24,14,0
2010-06,United Kingdom,84378,SET OF 3 HEART COOKIE CUTTERS,133,170.27,19,0
2010-06,United Kingdom,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,193,249.29,28,0
2010-06,United Kingdom,84405A,S/3 PINK COL METAL BASKET W HANDLE,5,63.75,5,0
2010-06,United Kingdom,84406B,CREAM CUPID HEARTS COAT HANGER,291,904.2,50,0
2010-06,United Kingdom,84422,PINK/BLUE DISC/MIRROR STRING,25,21.25,3,0
2010-06,United Kingdom,84424A,FOUR PICTURE WHITE GLASS FRAME,2,7.5,2,0
2010-06,United Kingdom,84429A,MEDIUM PINK BUDDHA HEAD,4,11.8,1,0
2010-06,United Kingdom,84452,METAL RABBIT LADDER EASTER,1,1.66,1,0
2010-06,United Kingdom,84456,SET OF 3 RABBIT EGG EASTER,1,0.85,1,0
2010-06,United Kingdom,84459A,PINK METAL CHICKEN HEART,14,24.6,3,0
2010-06,United Kingdom,84459B,YELLOW METAL CHICKEN HEART,30,55.92,7,0
2010-06,United Kingdom,84465,15 PINK FLUFFY CHICKS IN BOX,1,2.95,1,0
2010-06,United Kingdom,84467,ENGLISH ROSE DESIGN QUILTED THROW,4,159.8,4,0
2010-06,United Kingdom,84482,BUTTONS DESIGN JEWELLERY BOX,3,11.25,3,0
2010-06,United Kingdom,84493,BLUE/PINK NEST STRIPE BOX,1,2.55,1,0
2010-06,United Kingdom,84497,BUTTONS AND STRIPES NOTEBOOK,24,90,6,0
2010-06,United Kingdom,84499,BLACK FLOWER CANDLE PLATE,1,1.66,1,0
2010-06,United Kingdom,84507B,STRIPES DESIGN MONKEY DOLL,13,43.19,7,0
2010-06,United Kingdom,84507C,BLUE CIRCLES DESIGN MONKEY DOLL,11,28.05,2,0
2010-06,United Kingdom,84508A,CAMOFLAGE DESIGN TEDDY,215,461.66,8,0
2010-06,United Kingdom,84508B,STRIPES DESIGN TEDDY,26,66.3,7,0
2010-06,United Kingdom,84508C,BLUE CIRCLES DESIGN TEDDY,2,5.1,1,0
2010-06,United Kingdom,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,46,191.85,19,0
2010-06,United Kingdom,84509B,SET OF 4 FAIRY CAKE PLACEMATS,24,90,9,0
2010-06,United Kingdom,84509C,SET OF 4 DOTTY PLACEMATS,35,135.27,6,0
2010-06,United Kingdom,84509E,SET OF 4 CAROUSEL PLACEMATS,1,7.62,1,0
2010-06,United Kingdom,84509F,SET OF 4 NEW ENGLAND PLACEMATS,14,52.5,6,0
2010-06,United Kingdom,84509G,SET OF 4 FAIRY CAKE PLACEMATS,7,26.25,3,0
2010-06,United Kingdom,84509c,SET OF 4 DOTTY PLACEMATS,2,15.24,2,0
2010-06,United Kingdom,84510A,SET OF 4 ENGLISH ROSE COASTERS,110,150.1,21,0
2010-06,United Kingdom,84510B,SET OF 4 FAIRY CAKES COASTERS,1,1.25,1,0
2010-06,United Kingdom,84510C,SET OF 4 POLKADOTS COASTERS,5,8.77,4,0
2010-06,United Kingdom,84510F,SET OF 4 NEW ENGLAND COASTERS,9,11.25,6,0
2010-06,United Kingdom,84510a,SET OF 4 ENGLISH ROSE COASTERS,1,2.51,1,0
2010-06,United Kingdom,84510c,SET OF 4 POLKADOTS COASTERS,2,5.02,2,0
2010-06,United Kingdom,84510e,SET OF 4 GREEN CAROUSEL COASTERS,1,2.51,1,0
2010-06,United Kingdom,84519A,TOMATO CHARLIE+LOLA COASTER SET,3,11.81,3,0
2010-06,United Kingdom,84519B,CARROT CHARLIE+LOLA COASTER SET,5,17.71,3,0
2010-06,United Kingdom,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,909,797.13,88,0
2010-06,United Kingdom,84522,PINK PARTY SUNGLASSES,3,5.85,2,0
2010-06,United Kingdom,84526,GIANT BLACK SUNGLASSES,5,9.75,2,0
2010-06,United Kingdom,84527,FLAMES SUNGLASSES PINK LENSES,8,15.6,3,0
2010-06,United Kingdom,84529C,YELLOW KNITTED KIDS RUCKSACK,6,30.34,5,0
2010-06,United Kingdom,84534B,FAIRY CAKE NOTEBOOK A5 SIZE,89,85.37,24,0
2010-06,United Kingdom,84534b,FAIRY CAKE NOTEBOOK A5 SIZE,1,1.66,1,0
2010-06,United Kingdom,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,79,55.55,16,0
2010-06,United Kingdom,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,259,113.07,30,0
2010-06,United Kingdom,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,142,77.97,23,0
2010-06,United Kingdom,84536a,ENGLISH ROSE NOTEBOOK A7 SIZE,1,0.81,1,0
2010-06,United Kingdom,84536b,FAIRY CAKES NOTEBOOK A7 SIZE,1,0.81,1,0
2010-06,United Kingdom,84548,CROCHET BEAR RED/BLUE  KEYRING,12,19.8,1,0
2010-06,United Kingdom,84555A,YELLOW VW BEETLE CERAMIC MONEY BOX,3,8.85,2,0
2010-06,United Kingdom,84558A,3D DOG PICTURE PLAYING CARDS,10,29.5,3,0
2010-06,United Kingdom,84559A,3D SHEET OF DOG STICKERS,39,35.67,7,0
2010-06,United Kingdom,84559B,3D SHEET OF CAT STICKERS,28,28.84,8,0
2010-06,United Kingdom,84559a,3D SHEET OF DOG STICKERS,2,3.38,2,0
2010-06,United Kingdom,84562A,PINK/WHITE RIBBED MELAMINE JUG,9,89.61,6,0
2010-06,United Kingdom,84563A,PINK & WHITE BREAKFAST TRAY,3,17.85,2,0
2010-06,United Kingdom,84563B,BLUE & WHITE BREAKFAST TRAY,2,17.82,2,0
2010-06,United Kingdom,84564,6 SEGMENT COLOURED SNACK BOWL,2,15.9,2,0
2010-06,United Kingdom,84568,GIRLS ALPHABET IRON ON PATCHES,914,202.94,9,0
2010-06,United Kingdom,84569B,PACK 3 FIRE ENGINE/CAR PATCHES,1,1.25,1,0
2010-06,United Kingdom,84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,7,10.01,3,0
2010-06,United Kingdom,84569D,PACK 6 HEART/ICE-CREAM PATCHES,45,60.03,7,0
2010-06,United Kingdom,84575A,PINK DOG CANNISTER,1,5.95,1,0
2010-06,United Kingdom,84580,MOUSE TOY WITH PINK T-SHIRT,30,114.8,15,0
2010-06,United Kingdom,84581,DOG TOY WITH PINK CROCHET SKIRT,20,75.46,9,0
2010-06,United Kingdom,84584,PINK GINGHAM CAT WITH SCARF,12,30.6,2,0
2010-06,United Kingdom,84595B,LARGE TRIFLE DESIGN L BLUE BOWL,1,3.75,1,0
2010-06,United Kingdom,84595E,LARGE TORTILLA DESIGN RED BOWL,1,8.47,1,0
2010-06,United Kingdom,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,83,105.75,19,0
2010-06,United Kingdom,84596E,SMALL LICORICE DES PINK BOWL,16,21.26,6,0
2010-06,United Kingdom,84596F,SMALL MARSHMALLOWS PINK BOWL,35,47.53,12,0
2010-06,United Kingdom,84596G,SMALL CHOCOLATES PINK BOWL,6,8.73,6,0
2010-06,United Kingdom,84596J,MIXED NUTS LIGHT GREEN BOWL,22,28.76,6,0
2010-06,United Kingdom,84596K,JELLY BABIES YELLOW SMALL BOWL,28,37.52,10,0
2010-06,United Kingdom,84596L,BISCUITS SMALL BOWL LIGHT BLUE,15,20.01,6,0
2010-06,United Kingdom,84596b,SMALL DOLLY MIX DESIGN ORANGE BOWL,1,2.51,1,0
2010-06,United Kingdom,84597B,RETRO BROWN BALL ASHTRAY,13,16.25,2,0
2010-06,United Kingdom,84597C,RETRO PINK BALL ASHTRAY,14,18.76,3,0
2010-06,United Kingdom,84598,BOYS ALPHABET IRON ON PATCHES,601,131.71,5,0
2010-06,United Kingdom,84600,NEW BAROQUE JEWELLERY BOX,3,23.85,2,0
2010-06,United Kingdom,84601A,NEW BAROQUE IVORY CUSHION COVER,5,14.75,1,0
2010-06,United Kingdom,84609,TALL ROCOCO CANDLE HOLDER,1,16.98,1,0
2010-06,United Kingdom,84613C,BLUE NEW BAROQUE FLOCK CANDLESTICK,38,146.46,2,0
2010-06,United Kingdom,84614A,PINK BAROQUE FLOCK CANDLE HOLDER,2,11.9,1,0
