begin_date,state,cz_name,event_type,magnitude,magnitude_type,injuries,deaths,property_damage,crop_damage,tor_f_scale
2024-08-18,ILLINOIS,COOK,Rip Current,0,,0,1,0,0,
2024-07-31,ARIZONA,TUCSON METRO AREA,Heat,0,,0,1,0,0,
2024-01-12,WISCONSIN,VERNON,Winter Storm,0,,0,0,0,0,
2024-01-12,WISCONSIN,TREMPEALEAU,Winter Weather,0,,0,0,0,0,
2024-01-15,MINNESOTA,DODGE,Extreme Cold/Wind Chill,0,,0,0,0,0,
2024-01-15,MINNESOTA,FILLMORE,Extreme Cold/Wind Chill,0,,0,0,0,0,
2024-01-15,MINNESOTA,MOWER,Extreme Cold/Wind Chill,0,,0,0,0,0,
2024-01-15,WEST VIRGINIA,ROANE,Winter Weather,0,,0,0,0,0,
2024-01-15,WEST VIRGINIA,TYLER,Winter Weather,0,,0,0,0,0,
2024-01-09,MAINE,NORTHERN OXFORD,Winter Storm,0,,0,0,0,0,
2024-01-09,NEW HAMPSHIRE,NORTHERN CARROLL,Winter Storm,0,,0,0,0,0,
2024-01-25,OHIO,GALLIA,Flood,0,,0,0,0,0,
2024-01-13,TEXAS,BOWIE,Cold/Wind Chill,0,,0,0,0,0,
2024-01-13,TEXAS,CAMP,Cold/Wind Chill,0,,0,0,0,0,
2024-01-13,TEXAS,CASS,Cold/Wind Chill,0,,0,0,0,0,
2024-01-13,TEXAS,FRANKLIN,Cold/Wind Chill,0,,0,0,0,0,
2024-01-14,TEXAS,BEE,Cold/Wind Chill,0,,0,0,0,0,
2024-01-14,TEXAS,INLAND CALHOUN COUNTY,Cold/Wind Chill,0,,0,0,0,0,
2024-01-14,INDIANA,FOUNTAIN,Extreme Cold/Wind Chill,0,,0,0,0,0,
2024-01-14,INDIANA,GREENE,Extreme Cold/Wind Chill,0,,0,0,0,0,
2024-01-24,TEXAS,BEXAR,Flash Flood,0,,0,0,0,0,
2024-01-24,TEXAS,BEXAR,Flash Flood,0,,0,0,0,0,
2024-01-24,TEXAS,GONZALES,Flash Flood,0,,0,0,0,0,
2024-01-24,TEXAS,LAVACA,Flash Flood,0,,0,0,0,0,
2024-01-24,TEXAS,FAYETTE,Flash Flood,0,,0,0,0,0,
2024-01-22,MISSOURI,PULASKI,Winter Weather,0,,0,0,0,0,
2024-01-21,MISSOURI,POLK,Winter Weather,0,,0,0,0,0,
2024-01-22,MISSOURI,SHANNON,Winter Weather,0,,0,0,0,0,
2024-01-21,MISSOURI,ST. CLAIR,Winter Weather,0,,0,0,0,0,
2024-01-31,CALIFORNIA,WEST SLOPE NORTHERN SIERRA NEVADA,Heavy Snow,0,,0,0,0,0,
2024-01-19,CALIFORNIA,MT SHASTA/WESTERN PLUMAS COUNTY,Heavy Snow,0,,0,0,0,0,
2024-01-19,CALIFORNIA,WEST SLOPE NORTHERN SIERRA NEVADA,Heavy Snow,0,,0,0,0,0,
2024-01-22,CALIFORNIA,SAN JOAQUIN,Flood,0,,0,0,0,0,
2024-01-22,CALIFORNIA,YUBA,Flood,0,,0,0,0,0,
2024-01-14,LOUISIANA,CLAIBORNE,Winter Storm,0,,0,0,0,0,
2024-01-21,OKLAHOMA,MCCURTAIN,Winter Weather,0,,0,0,0,0,
2024-01-23,ARKANSAS,LAFAYETTE,Flash Flood,0,,0,0,0,0,
2024-01-09,VIRGINIA,MECKLENBURG,Flash Flood,0,,0,0,0,0,
2024-02-28,OHIO,FAIRFIELD,Thunderstorm Wind,50,EG,0,0,5000,0,
2024-01-10,NEW HAMPSHIRE,COASTAL ROCKINGHAM,Coastal Flood,0,,0,0,15000000,0,
2024-08-02,CONNECTICUT,HARTFORD,Thunderstorm Wind,50,EG,0,0,1200,0,
2024-08-02,CONNECTICUT,HARTFORD,Hail,1,,0,0,0,0,
2024-08-02,CONNECTICUT,HARTFORD,Thunderstorm Wind,50,EG,0,0,800,0,
2024-08-02,CONNECTICUT,HARTFORD,Thunderstorm Wind,50,EG,0,0,1000,0,
2024-08-02,CONNECTICUT,HARTFORD,Thunderstorm Wind,50,EG,0,0,300,0,
2024-08-02,CONNECTICUT,HARTFORD,Thunderstorm Wind,50,EG,0,0,800,0,
2024-08-02,CONNECTICUT,HARTFORD,Thunderstorm Wind,56,EG,0,0,10000,0,
2024-08-02,MASSACHUSETTS,HAMPSHIRE,Thunderstorm Wind,50,EG,0,0,300,0,
2024-01-06,PENNSYLVANIA,NORTHAMPTON,Winter Storm,0,,0,0,0,0,
2024-01-06,PENNSYLVANIA,LEHIGH,Winter Storm,0,,0,0,0,0,
2024-01-06,PENNSYLVANIA,BERKS,Winter Weather,0,,0,0,0,0,
2024-01-06,PENNSYLVANIA,UPPER BUCKS,Winter Weather,0,,0,0,0,0,
2024-01-06,PENNSYLVANIA,WESTERN MONTGOMERY,Winter Weather,0,,0,0,0,0,
2024-01-06,PENNSYLVANIA,WESTERN CHESTER,Winter Weather,0,,0,0,0,0,
2024-01-23,TEXAS,SAN AUGUSTINE,Flash Flood,0,,0,0,0,0,
2024-01-23,TEXAS,HARRISON,Flash Flood,0,,0,0,0,0,
2024-01-23,TEXAS,SHELBY,Flash Flood,0,,0,0,0,0,
2024-01-13,TEXAS,HARDEMAN,Cold/Wind Chill,0,,0,0,0,0,
2024-01-13,TEXAS,KNOX,Cold/Wind Chill,0,,0,0,0,0,
2024-01-13,TEXAS,WILBARGER,Cold/Wind Chill,0,,0,0,0,0,
2024-01-13,OKLAHOMA,KAY,Extreme Cold/Wind Chill,0,,0,0,0,0,
2024-01-13,OKLAHOMA,WOODS,Extreme Cold/Wind Chill,0,,0,0,0,0,
2024-01-14,OKLAHOMA,CADDO,Extreme Cold/Wind Chill,0,,0,0,0,0,
2024-01-08,OKLAHOMA,JACKSON,High Wind,52,MG,0,0,0,0,
2024-01-08,OKLAHOMA,WOODS,High Wind,51,MG,0,0,0,0,
2024-01-08,OKLAHOMA,WOODS,High Wind,55,MG,0,0,0,0,
2024-01-20,HAWAII,KAUAI NORTH,High Surf,0,,0,0,0,0,
2024-01-20,HAWAII,OAHU NORTH SHORE,High Surf,0,,0,0,0,0,
2024-01-20,HAWAII,WAIANAE COAST,High Surf,0,,0,0,0,0,
2024-01-20,HAWAII,MOLOKAI NORTH,High Surf,0,,0,0,0,0,
2024-01-20,HAWAII,MOLOKAI WEST,High Surf,0,,0,0,0,0,
2024-01-20,HAWAII,MOLOKAI WINDWARD,High Surf,0,,0,0,0,0,
2024-01-20,HAWAII,MAUI WINDWARD WEST,High Surf,0,,0,0,0,0,
2024-01-20,HAWAII,MAUI CENTRAL VALLEY NORTH,High Surf,0,,0,0,0,0,
2024-01-15,LOUISIANA,UNION,Cold/Wind Chill,0,,0,0,0,0,
2024-01-15,LOUISIANA,WEBSTER,Cold/Wind Chill,0,,0,0,0,0,
2024-01-09,VIRGINIA,CAMPBELL,Flood,0,,0,0,0,0,
2024-01-16,MICHIGAN,MARQUETTE,Cold/Wind Chill,0,,0,0,0,0,
2024-01-08,TEXAS,TAYLOR,High Wind,57,MG,0,0,0,0,
2024-01-08,TEXAS,HASKELL,High Wind,50,MG,0,0,0,0,
2024-01-22,ILLINOIS,KNOX,Winter Weather,0,,0,0,0,0,
2024-01-13,TEXAS,TAYLOR,Cold/Wind Chill,0,,0,0,0,0,
2024-01-13,TEXAS,COKE,Cold/Wind Chill,0,,0,0,0,0,
2024-03-09,NEW HAMPSHIRE,NORTHERN CARROLL,Winter Storm,0,,0,0,0,0,
2024-08-29,GEORGIA,WALTON,Thunderstorm Wind,52,EG,0,0,1000,0,
2024-08-29,GEORGIA,WALTON,Thunderstorm Wind,52,EG,0,0,2000,0,
2024-08-29,GEORGIA,BARTOW,Lightning,0,,0,0,5000,0,
2024-08-29,GEORGIA,MORGAN,Thunderstorm Wind,52,EG,0,0,3000,0,
2024-01-14,KENTUCKY,WOLFE,Heavy Snow,0,,0,0,0,0,
2024-01-14,KENTUCKY,WAYNE,Heavy Snow,0,,0,0,0,0,
2024-01-14,KENTUCKY,LETCHER,Heavy Snow,0,,0,0,0,0,
2024-01-14,KENTUCKY,FLOYD,Extreme Cold/Wind Chill,0,,1,1,0,0,
2024-01-16,TENNESSEE,LINCOLN,Cold/Wind Chill,0,,0,0,0,0,
2024-01-16,ALABAMA,LIMESTONE,Cold/Wind Chill,0,,0,0,0,0,
2024-01-16,ALABAMA,COLBERT,Cold/Wind Chill,0,,0,0,0,0,
2024-01-20,TENNESSEE,MOORE,Extreme Cold/Wind Chill,0,,0,0,0,0,
2024-01-20,TENNESSEE,FRANKLIN,Extreme Cold/Wind Chill,0,,0,0,0,0,
2024-01-20,TENNESSEE,LINCOLN,Cold/Wind Chill,0,,0,0,0,0,
2024-01-19,TENNESSEE,MOORE,Cold/Wind Chill,0,,0,0,0,0,
2024-01-12,WISCONSIN,KEWAUNEE,Winter Storm,0,,0,0,0,0,
2024-01-12,WISCONSIN,SOUTHERN MARINETTE,Winter Storm,0,,0,0,0,0,
2024-01-09,VIRGINIA,ACCOMACK,High Wind,50,EG,0,0,3000,0,
2024-01-01,ALASKA,WESTERN ARCTIC COAST,Blizzard,0,,0,0,0,0,
2024-03-01,IOWA,ALLAMAKEE,Drought,0,,0,0,0,0,
2024-03-26,WASHINGTON,LINCOLN,Tornado,0,,0,0,0,0,EF0
2024-03-01,IOWA,CHICKASAW,Drought,0,,0,0,0,0,
2024-03-01,IOWA,FLOYD,Drought,0,,0,0,0,0,
2024-03-01,IOWA,HOWARD,Drought,0,,0,0,0,0,
2024-03-24,TEXAS,CAMERON,High Wind,52,MG,0,0,0,0,
2024-03-16,GULF OF MEXICO,LAGUNA MADRE FROM 5NM N OF PT MANSFIELD TO BAFFIN BAY TX,Marine Thunderstorm Wind,55,MG,0,0,0,0,
2024-03-15,TEXAS,AUSTIN,Thunderstorm Wind,55,EG,0,0,10000,0,
2024-03-29,UTAH,EASTERN UINTA MOUNTAINS,Winter Weather,0,,0,0,0,0,
2024-01-18,TENNESSEE,WASHINGTON,Winter Weather,0,,0,0,0,0,
2024-01-18,TENNESSEE,SEVIER/SMOKY MOUNTAINS,Winter Weather,0,,0,0,0,0,
2024-05-28,GULF OF MEXICO,GALVESTON BAY,Marine Thunderstorm Wind,38,MG,0,0,0,0,
2024-05-28,GULF OF MEXICO,GALVESTON BAY,Marine Thunderstorm Wind,50,MG,0,0,0,0,
2024-05-28,GULF OF MEXICO,HIGH IS TO FREEPORT TX OUT 20NM,Marine Thunderstorm Wind,47,MG,0,0,0,0,
2024-05-28,GULF OF MEXICO,GALVESTON BAY,Marine Thunderstorm Wind,36,MG,0,0,0,0,
2024-05-28,GULF OF MEXICO,GALVESTON BAY,Marine Thunderstorm Wind,46,MG,0,0,0,0,
2024-05-28,GULF OF MEXICO,HIGH IS TO FREEPORT TX OUT 20NM,Marine Thunderstorm Wind,50,MG,0,0,0,0,
2024-05-31,GULF OF MEXICO,GALVESTON BAY,Marine Thunderstorm Wind,40,MG,0,0,0,0,
2024-05-31,GULF OF MEXICO,GALVESTON BAY,Marine Thunderstorm Wind,35,MG,0,0,0,0,
2024-05-31,GULF OF MEXICO,GALVESTON BAY,Marine Thunderstorm Wind,50,MG,0,0,0,0,
2024-03-04,ILLINOIS,CARROLL,Hail,1,,0,0,0,0,
2024-03-28,COLORADO,FLATTOP MOUNTAINS,Winter Weather,0,,0,0,0,0,
2024-03-04,ILLINOIS,HENRY,Hail,1,,0,0,0,0,
2024-03-04,ILLINOIS,CARROLL,Hail,1,,0,0,0,0,
2024-03-04,ILLINOIS,ROCK ISLAND,Hail,1,,0,0,0,0,
2024-01-15,VIRGINIA,CUMBERLAND,Winter Weather,0,,0,0,0,0,
2024-01-15,VIRGINIA,GOOCHLAND,Winter Weather,0,,0,0,0,0,
2024-08-02,MAINE,INTERIOR HANCOCK,Heat,0,,0,0,0,0,
2024-08-03,MAINE,AROOSTOOK,Thunderstorm Wind,52,EG,0,0,0,0,
2024-01-12,IDAHO,EASTERN MAGIC VALLEY,Winter Weather,0,,0,0,0,0,
2024-01-12,IDAHO,RAFT RIVER REGION,Winter Weather,0,,0,0,0,0,
2024-01-18,KENTUCKY,ESTILL,Heavy Snow,0,,0,0,0,0,
2024-01-18,KENTUCKY,ELLIOTT,Heavy Snow,0,,0,0,0,0,
2024-01-15,TENNESSEE,MOORE,Extreme Cold/Wind Chill,0,,0,0,0,0,
2024-01-22,COLORADO,NORTHWESTERN SAN JUAN MOUNTAINS,Avalanche,0,,0,1,0,0,
2024-01-08,TEXAS,SABINE,Thunderstorm Wind,52,EG,0,0,0,0,
2024-01-21,SOUTH DAKOTA,DEUEL,High Wind,56,MG,0,0,0,0,
2024-01-20,TENNESSEE,FRANKLIN,Cold/Wind Chill,0,,0,0,0,0,
2024-01-20,ALABAMA,LAUDERDALE,Cold/Wind Chill,0,,0,0,0,0,
2024-01-20,ALABAMA,FRANKLIN,Cold/Wind Chill,0,,0,0,0,0,
2024-01-20,ALABAMA,LIMESTONE,Cold/Wind Chill,0,,0,0,0,0,
2024-01-20,ALABAMA,MADISON,Cold/Wind Chill,0,,0,0,0,0,
2024-01-20,ALABAMA,MARSHALL,Cold/Wind Chill,0,,0,0,0,0,
2024-01-20,ALABAMA,DEKALB,Cold/Wind Chill,0,,0,0,0,0,
2024-01-12,WISCONSIN,MANITOWOC,Winter Storm,0,,0,0,0,0,
2024-01-12,WISCONSIN,OUTAGAMIE,Winter Storm,0,,0,0,0,0,
2024-01-02,ALASKA,CENTRAL BEAUFORT SEA COAST,Blizzard,0,,0,0,0,0,
2024-01-03,ALASKA,EASTERN BEAUFORT SEA COAST,Blizzard,0,,0,0,0,0,
2024-01-06,ALASKA,YUKON DELTA COAST,Blizzard,0,,0,0,0,0,
2024-01-07,ALASKA,SOUTHERN SEWARD PENINSULA COAST,High Wind,52,MG,0,0,0,0,
2024-03-01,IOWA,CLAYTON,Drought,0,,0,0,0,0,
2024-03-01,IOWA,FAYETTE,Drought,0,,0,0,0,0,
2024-03-16,TEXAS,WILLACY,Hail,0.88,,0,0,0,0,
2024-03-16,TEXAS,WILLACY,Thunderstorm Wind,55,EG,0,0,0,0,
2024-01-15,WYOMING,CODY FOOTHILLS,Extreme Cold/Wind Chill,0,,0,0,0,0,
2024-01-11,NEBRASKA,BUTLER,Winter Storm,0,,0,0,0,0,
2024-01-11,NEBRASKA,DODGE,Winter Storm,0,,0,0,0,0,
2024-05-30,GULF OF MEXICO,GALVESTON BAY,Marine Thunderstorm Wind,38,MG,0,0,0,0,
2024-05-30,GULF OF MEXICO,HIGH IS TO FREEPORT TX OUT 20NM,Marine Thunderstorm Wind,35,MG,0,0,0,0,
2024-05-28,TEXAS,HARRIS,Hail,1.5,,0,0,0,0,
2024-05-28,TEXAS,HARRIS,Hail,1,,0,0,0,0,
2024-05-28,TEXAS,HARRIS,Hail,1,,0,0,0,0,
2024-03-04,ILLINOIS,WHITESIDE,Hail,1,,0,0,0,0,
2024-03-04,ILLINOIS,ROCK ISLAND,Hail,1,,0,0,0,0,
2024-03-04,ILLINOIS,MCDONOUGH,Hail,1,,0,0,0,0,
2024-03-04,ILLINOIS,HENRY,Thunderstorm Wind,52,EG,0,0,0,0,
2024-03-04,ILLINOIS,STEPHENSON,Tornado,0,,0,0,0,0,EFU
2024-05-26,TENNESSEE,OVERTON,Thunderstorm Wind,61,EG,0,0,10000,0,
2024-02-14,IDAHO,WOOD RIVER FOOTHILLS,Winter Weather,0,,0,0,0,0,
2024-02-21,IDAHO,BEAR LAKE VALLEY,Winter Storm,0,,0,0,0,0,
2024-05-27,VIRGINIA,NORFOLK (C),Thunderstorm Wind,62,MG,0,0,2000,0,
2024-05-27,VIRGINIA,ISLE OF WIGHT,Thunderstorm Wind,50,EG,0,0,1000,0,
2024-05-27,VIRGINIA,NEWPORT NEWS (C),Thunderstorm Wind,50,EG,0,0,1000,0,
2024-05-27,VIRGINIA,MATHEWS,Thunderstorm Wind,50,EG,0,0,2000,0,
2024-05-27,VIRGINIA,VIRGINIA BEACH (C),Thunderstorm Wind,50,EG,0,0,2000,0,
2024-05-27,VIRGINIA,VIRGINIA BEACH (C),Thunderstorm Wind,50,EG,0,0,2000,0,
2024-01-18,KENTUCKY,BATH,Heavy Snow,0,,0,0,0,0,
2024-01-14,KENTUCKY,BELL,Heavy Snow,0,,0,0,0,0,
2024-01-14,KENTUCKY,BREATHITT,Heavy Snow,0,,0,0,0,0,
2024-01-14,KENTUCKY,CLAY,Heavy Snow,0,,0,0,0,0,
2024-01-14,KENTUCKY,ELLIOTT,Heavy Snow,0,,0,0,0,0,
2024-01-21,SOUTH DAKOTA,ROBERTS,High Wind,51,MG,0,0,0,0,
2024-01-16,ALABAMA,LAUDERDALE,Cold/Wind Chill,0,,0,0,0,0,
2024-01-16,ALABAMA,LAWRENCE,Cold/Wind Chill,0,,0,0,0,0,
2024-01-16,ALABAMA,COLBERT,Cold/Wind Chill,0,,0,0,0,0,
2024-01-20,ALABAMA,JACKSON,Cold/Wind Chill,0,,0,0,0,0,
2024-01-20,ALABAMA,COLBERT,Cold/Wind Chill,0,,0,0,0,0,
2024-01-20,ALABAMA,LAUDERDALE,Cold/Wind Chill,0,,0,0,0,0,
2024-01-20,ALABAMA,FRANKLIN,Cold/Wind Chill,0,,0,0,0,0,
2024-01-20,ALABAMA,FRANKLIN,Cold/Wind Chill,0,,0,0,0,0,
2024-01-20,ALABAMA,MORGAN,Cold/Wind Chill,0,,0,0,0,0,
2024-01-20,ALABAMA,LIMESTONE,Cold/Wind Chill,0,,0,0,0,0,
2024-01-12,WISCONSIN,WOOD,Winter Storm,0,,0,0,0,0,
2024-01-12,WISCONSIN,CALUMET,Winter Storm,0,,0,0,0,0,
2024-03-01,IOWA,MITCHELL,Drought,0,,0,0,0,0,
2024-03-01,IOWA,WINNESHIEK,Drought,0,,0,0,0,0,
2024-01-15,WYOMING,NORTH BIG HORN BASIN,Extreme Cold/Wind Chill,0,,0,0,0,0,
2024-01-15,WYOMING,SOUTHWEST BIG HORN BASIN,Extreme Cold/Wind Chill,0,,0,0,0,0,
2024-01-15,WYOMING,SOUTHEAST BIG HORN BASIN,Extreme Cold/Wind Chill,0,,0,0,0,0,
2024-01-15,WYOMING,NORTHEAST JOHNSON COUNTY,Extreme Cold/Wind Chill,0,,0,0,0,0,
2024-01-15,WYOMING,JACKSON HOLE,Extreme Cold/Wind Chill,0,,0,0,0,0,
2024-01-11,NEBRASKA,SAUNDERS,Winter Storm,0,,0,0,0,0,
2024-01-11,NEBRASKA,THURSTON,Winter Storm,0,,0,0,0,0,
2024-01-12,WEST VIRGINIA,BARBOUR,High Wind,50,EG,0,0,15000,0,
2024-03-04,IOWA,SCOTT,Hail,1.5,,0,0,0,0,
2024-03-04,IOWA,SCOTT,Hail,1,,0,0,0,0,
2024-03-04,IOWA,SCOTT,Hail,1,,0,0,0,0,
2024-03-04,IOWA,SCOTT,Hail,1,,0,0,0,0,
2024-03-04,IOWA,HENRY,Hail,1.75,,0,0,0,0,
2024-03-04,IOWA,SCOTT,Hail,1,,0,0,0,0,
2024-03-14,INDIANA,DUBOIS,Hail,1,,0,0,0,0,
2024-03-14,INDIANA,CRAWFORD,Hail,1,,0,0,0,0,
2024-03-14,INDIANA,WASHINGTON,Thunderstorm Wind,52,EG,0,0,0,0,
2024-11-28,MICHIGAN,CHARLEVOIX COUNTY,Winter Storm,0,,0,0,0,0,
2024-02-10,COLORADO,SOUTHERN SANGRE DE CRISTO MOUNTAINS BETWEEN 7500 & 11000 FT,Heavy Snow,0,,0,0,0,0,
2024-02-10,COLORADO,LA JUNTA VICINITY / OTERO COUNTY,Heavy Snow,0,,0,0,0,0,
2024-02-10,COLORADO,EASTERN LAS ANIMAS COUNTY,Heavy Snow,0,,0,0,0,0,
2024-02-10,COLORADO,DEL NORTE VICINITY / NORTHERN SAN LUIS VALLEY BELOW 8500 FT,Heavy Snow,0,,0,0,0,0,
2024-02-10,COLORADO,CROWLEY COUNTY,Heavy Snow,0,,0,0,0,0,
2024-02-10,COLORADO,CANON CITY VICINITY / EASTERN FREMONT COUNTY,Heavy Snow,0,,0,0,0,0,
2024-08-18,GEORGIA,WILKINSON,Thunderstorm Wind,52,EG,0,0,1000,0,
2024-08-18,GEORGIA,WILKINSON,Thunderstorm Wind,52,EG,0,0,1000,0,
2024-08-18,GEORGIA,WILKINSON,Thunderstorm Wind,52,EG,0,0,1000,0,
2024-01-06,GULF OF MEXICO,CHARLOTTE HARBOR AND PINE ISLAND SOUND,Marine Thunderstorm Wind,36,MG,0,0,0,0,
2024-01-14,KENTUCKY,ESTILL,Heavy Snow,0,,0,0,0,0,
2024-01-14,KENTUCKY,FLOYD,Heavy Snow,0,,0,0,0,0,
2024-01-14,KENTUCKY,HARLAN,Heavy Snow,0,,0,0,0,0,
2024-01-14,KENTUCKY,JACKSON,Heavy Snow,0,,0,0,0,0,
2024-01-16,ALABAMA,FRANKLIN,Cold/Wind Chill,0,,0,0,0,0,
2024-01-16,ALABAMA,MADISON,Cold/Wind Chill,0,,0,0,0,0,
2024-01-16,ALABAMA,MORGAN,Cold/Wind Chill,0,,0,0,0,0,
2024-01-16,ALABAMA,MARSHALL,Cold/Wind Chill,0,,0,0,0,0,
2024-01-20,ALABAMA,MADISON,Cold/Wind Chill,0,,0,0,0,0,
2024-01-20,ALABAMA,JACKSON,Cold/Wind Chill,0,,0,0,0,0,
2024-01-20,ALABAMA,CULLMAN,Cold/Wind Chill,0,,0,0,0,0,
2024-01-20,ALABAMA,COLBERT,Cold/Wind Chill,0,,0,0,0,0,
2024-01-20,ALABAMA,LAWRENCE,Cold/Wind Chill,0,,0,0,0,0,
2024-01-20,ALABAMA,MORGAN,Cold/Wind Chill,0,,0,0,0,0,
2024-01-20,ALABAMA,CULLMAN,Cold/Wind Chill,0,,0,0,0,0,
2024-01-12,WISCONSIN,WAUSHARA,Winter Storm,0,,0,0,0,0,
2024-01-12,WISCONSIN,WAUPACA,Winter Storm,0,,0,0,0,0,
2024-06-23,ATLANTIC NORTH,CHESAPEAKE BAY N OF POOLES IS MD,Marine Thunderstorm Wind,51,MG,0,0,0,0,
2024-06-26,ATLANTIC NORTH,TIDAL POTOMAC INDIAN HD TO COBB IS MD,Marine Thunderstorm Wind,37,MG,0,0,0,0,
2024-06-26,ATLANTIC NORTH,TIDAL POTOMAC INDIAN HD TO COBB IS MD,Marine Thunderstorm Wind,34,EG,0,0,0,0,
2024-06-26,ATLANTIC NORTH,TIDAL POTOMAC INDIAN HD TO COBB IS MD,Marine Thunderstorm Wind,34,EG,0,0,0,0,
2024-01-15,WYOMING,WIND RIVER BASIN,Extreme Cold/Wind Chill,0,,0,0,0,0,
2024-01-15,WYOMING,LANDER FOOTHILLS,Extreme Cold/Wind Chill,0,,0,0,0,0,
2024-01-15,WYOMING,NATRONA COUNTY LOWER ELEVATIONS,Extreme Cold/Wind Chill,0,,0,0,0,0,
2024-01-15,WYOMING,UPPER GREEN RIVER BASIN FOOTHILLS,Extreme Cold/Wind Chill,0,,0,0,0,0,
2024-01-15,WYOMING,UPPER GREEN RIVER BASIN,Extreme Cold/Wind Chill,0,,0,0,0,0,
2024-01-12,WEST VIRGINIA,SOUTHEAST RANDOLPH,High Wind,50,EG,0,0,5000,0,
2024-01-12,WEST VIRGINIA,NORTHWEST WEBSTER,Strong Wind,35,EG,0,0,5000,0,
2024-01-12,WEST VIRGINIA,PLEASANTS,Strong Wind,30,EG,0,0,3000,0,
2024-01-12,WEST VIRGINIA,ROANE,Strong Wind,40,EG,0,0,5000,0,
2024-03-04,IOWA,DES MOINES,Hail,1,,0,0,0,0,
2024-03-04,IOWA,DES MOINES,Hail,1,,0,0,0,0,
2024-03-04,IOWA,VAN BUREN,Hail,1,,0,0,0,0,
2024-03-04,IOWA,LEE,Hail,1,,0,0,0,0,
2024-03-04,IOWA,CEDAR,Hail,1,,0,0,0,0,
2024-03-13,IOWA,LEE,Hail,1.5,,0,0,0,0,
2024-05-26,VIRGINIA,CAROLINE,Flash Flood,0,,0,0,0,0,
2024-05-26,VIRGINIA,NORFOLK (C),Flash Flood,0,,0,0,0,0,
2024-05-26,VIRGINIA,NORFOLK (C),Flash Flood,0,,0,0,0,0,
2024-05-26,TENNESSEE,PICKETT,Thunderstorm Wind,61,EG,0,0,75000,0,
2024-05-26,TENNESSEE,WILLIAMSON,Hail,2,,0,0,0,0,
2024-05-26,TENNESSEE,FENTRESS,Thunderstorm Wind,61,EG,0,0,10000,0,
2024-08-18,GEORGIA,JOHNSON,Thunderstorm Wind,52,EG,0,0,1000,0,
2024-08-18,GEORGIA,STEWART,Thunderstorm Wind,52,EG,0,0,1000,0,
2024-08-18,GEORGIA,STEWART,Thunderstorm Wind,52,EG,0,0,1000,0,
2024-08-18,GEORGIA,TWIGGS,Thunderstorm Wind,52,EG,0,0,1000,0,
2024-08-18,GEORGIA,SPALDING,Thunderstorm Wind,52,EG,0,0,1000,0,
2024-08-30,GEORGIA,GORDON,Hail,1,,0,0,0,0,
2024-01-14,KENTUCKY,JOHNSON,Heavy Snow,0,,0,0,0,0,
2024-01-14,KENTUCKY,KNOTT,Heavy Snow,0,,0,0,0,0,
2024-01-14,KENTUCKY,KNOX,Heavy Snow,0,,0,0,0,0,
2024-01-14,KENTUCKY,LEE,Heavy Snow,0,,0,0,0,0,
2024-01-14,KENTUCKY,LESLIE,Heavy Snow,0,,0,0,0,0,
2024-01-14,KENTUCKY,MAGOFFIN,Heavy Snow,0,,0,0,0,0,
2024-01-14,KENTUCKY,MARTIN,Heavy Snow,0,,0,0,0,0,
2024-01-16,ALABAMA,FRANKLIN,Cold/Wind Chill,0,,0,0,0,0,
2024-01-16,ALABAMA,LAWRENCE,Cold/Wind Chill,0,,0,0,0,0,
2024-01-16,ALABAMA,MORGAN,Cold/Wind Chill,0,,0,0,0,0,
2024-01-16,ALABAMA,MADISON,Cold/Wind Chill,0,,0,0,0,0,
2024-05-13,GULF OF MEXICO,GALVESTON BAY,Marine Thunderstorm Wind,36,MG,0,0,0,0,
2024-01-01,WISCONSIN,VILAS,Drought,0,,0,0,0,0,
2024-05-13,GULF OF MEXICO,GALVESTON BAY,Marine Thunderstorm Wind,46,MG,0,0,0,0,
2024-05-13,GULF OF MEXICO,GALVESTON BAY,Marine Thunderstorm Wind,37,MG,0,0,0,0,
2024-01-12,WISCONSIN,PORTAGE,Winter Storm,0,,0,0,0,0,
2024-01-12,WISCONSIN,SHAWANO,Winter Storm,0,,0,0,0,0,
2024-06-30,VIRGINIA,SPOTSYLVANIA,Thunderstorm Wind,52,EG,0,0,3000,0,
2024-02-26,IDAHO,CENTENNIAL MOUNTAINS-ISLAND PARK,High Wind,59,EG,0,0,0,0,
2024-01-15,WYOMING,EAST SWEETWATER COUNTY,Extreme Cold/Wind Chill,0,,0,0,0,0,
2024-01-15,WYOMING,STAR VALLEY,Extreme Cold/Wind Chill,0,,0,0,0,0,
2024-01-15,WYOMING,SOUTH LINCOLN COUNTY,Extreme Cold/Wind Chill,0,,0,0,0,0,
2024-01-12,MICHIGAN,MASON,Winter Storm,0,,0,0,0,0,
2024-01-12,WEST VIRGINIA,BOONE,Strong Wind,45,EG,0,0,5000,0,
2024-01-12,WEST VIRGINIA,BRAXTON,Strong Wind,47,MG,0,0,5000,0,
2024-01-12,WEST VIRGINIA,CABELL,Strong Wind,35,EG,0,0,5000,0,
2024-01-12,WEST VIRGINIA,CLAY,Strong Wind,39,EG,0,0,5000,0,
2024-01-13,WEST VIRGINIA,DODDRIDGE,Strong Wind,38,EG,0,0,500,0,
2024-01-13,IDAHO,EASTERN MAGIC VALLEY,Heavy Snow,0,,0,0,0,0,
2024-01-13,IDAHO,MARSH AND ARBON HIGHLANDS,Heavy Snow,0,,0,0,0,0,
